sid,fqdn,rd,url,isPhishing
539005e6c901c12d5110558b9a726fdd,mail-101251.weeblysite.com,weeblysite.com, "https://mail-101251.weeblysite.com" ,1
d94a0ab83d95578c92d339ab6be05957,www.rebeccazung.com,rebeccazung.com, "https://www.rebeccazung.com/img/MIITTDD/83IJDE622E/92UJFHYZ/002ODKDIEU/FSD42453Z/index1.html" ,1
17693dd01346c48d5ea2d3ee5cde1aa1,playwo.aqoifuqplaywithus.com,aqoifuqplaywithus.com, "https://playwo.aqoifuqplaywithus.com/?fbxid=1000000777713505724" ,1
93a8ffb0356ab833298af03676c44f19,janeirosemdividas.com,janeirosemdividas.com, "https://janeirosemdividas.com/consulte-sua-fatura.php?cartoes=home&id=YTQzM2ZhZGZiMTM0Y2IyOGE4YzhjZWZkMTYyZTdiNjY=&the=theking" ,1
9d6c43e2b45829e0bd53e0a5356b7025,ptimamflowarin.tk,ptimamflowarin.tk, "https://ptimamflowarin.tk/ru/ozon" ,1
7a4ed99fce2d5bbba24ce9d0dd4b9ce1,acikdenizvv2vvdenizbankcom.co.vu,co.vu, "http://acikdenizvv2vvdenizbankcom.co.vu" ,1
856cee1ae883b5bfec8ba95e5296bb2b,micro-file-share-folder-view.firebaseapp.com,firebaseapp.com, "https://micro-file-share-folder-view.firebaseapp.com" ,1
8a1ca2e42201150cfcb3f580dab5ea09,mystebisear.tk,mystebisear.tk, "https://mystebisear.tk/ru/gazprom-bonuses" ,1
37ac1e9d09887c83ee0121515b801e9a,renekio.infura-ipfs.io,infura-ipfs.io, "http://renekio.infura-ipfs.io/ipfs/QmVKFC3oLfLA5wAMtg3RkpxKJbeS9LpatmZmq3Cc5vjKoo" ,1
3ff0550217c949925f91ad4ef5ae065b,lnk-managedacc-sce8uenckslogs.dedyn.io,dedyn.io, "https://lnk-managedacc-sce8uenckslogs.dedyn.io/?05a9da51f2afdb70e3d659d25f8b1aeb4f16f128=20ba8d8c98eda12a8b12bec244469bcf&p=signin&country=NL&lang=en" ,1
98b911afc0dd94522e94547520458867,bcmusa.net,bcmusa.net, "https://bcmusa.net/lmcu/Login" ,1
a1c9f00da2f4e7e003c7459742e57d62,storageapi.fleek.one,fleek.one, "https://storageapi.fleek.one/16b74e0d-03c5-4065-a2df-3b4dd25e7139-bucket/m63or7-hkrbj.html" ,1
3c83783d2a4490ff45757aec2c19fc16,www.detuatucoaching.com,detuatucoaching.com, "https://www.detuatucoaching.com/wp-content/plugins/sripctq/includes/web/Webmail.htm" ,1
65d8bee0585c294a466cc5890c8186cc,mail-105638.weeblysite.com,weeblysite.com, "https://mail-105638.weeblysite.com" ,1
33a04593ac70200f9eb8324b27439695,rcun.org,rcun.org, "http://rcun.org" ,1
92883c4107b3a03c6cffb485238eb8d7,provincia0.366473.repl.co,repl.co, "https://provincia0.366473.repl.co/index1.html" ,1
0e5491d4a795ac34a4d217f903766a27,yahoo-102092.weeblysite.com,weeblysite.com, "http://yahoo-102092.weeblysite.com" ,1
e218184d7f62992f56959314e7156d86,telltwins.com,telltwins.com, "https://telltwins.com/newnetflix/newnetflix/en/login.php" ,1
c5c2d8194fa437c24b848bf954358d1f,yahoo-102238.weeblysite.com,weeblysite.com, "http://yahoo-102238.weeblysite.com" ,1
a47f44b70c7d63b3feaee693cb1692ba,authorise-nab-id.com,authorise-nab-id.com, "https://authorise-nab-id.com/pages" ,1
bca1d76ab19f26d4d64cb71ed36c7889,idcasecs.yangoilahcustomerservice.com,yangoilahcustomerservice.com, "https://idcasecs.yangoilahcustomerservice.com/ap/signin?session=897711f8eb96ad715e2f76ca1b7fc53768743614" ,1
ae570034bd5b2f767ed2892224d1ab8a,ouronlinerespondedcompany.com,ouronlinerespondedcompany.com, "https://ouronlinerespondedcompany.com/signin/c040893db33b4086190b4ed97c184c66c614b1f4" ,1
4787ce4009242d08f8c8d49869d52177,mail-109140.weeblysite.com,weeblysite.com, "https://mail-109140.weeblysite.com" ,1
e59194b1a25fbda78e1481bc373d36ad,ipfs.io,ipfs.io, "http://ipfs.io/ipfs/QmTduNaeCc3qnUzmMKkpxpav6kUAczZw6YG3DMQLz5GPJ1" ,1
c2b94b7d903f8c09015eb7c9e3e3c48a,quantumits.online,quantumits.online, "http://quantumits.online/jack05/4ytk2zwq=" ,1
114d089a52d682e6dcf7730654801b6e,serviceapply2465.duckdns.org,duckdns.org, "https://serviceapply2465.duckdns.org/?pandora" ,1
821c71a6362c38cd664f214ba0356c34,alittleleftfield.com,alittleleftfield.com, "http://alittleleftfield.com/Aillgotoschoolii/otp.html" ,1
387abfe0a845219d7694ebf763bd1d5a,fb-france-civisme.com,fb-france-civisme.com, "https://fb-france-civisme.com/wp-admin/maint/miles/melis" ,1
294ef2d818a2362d2c945cb3b8a776ad,esautodealer.com,esautodealer.com, "http://esautodealer.com/ad01788/Wallet.html" ,1
20abbc11aba8201895f46bf47b9667a7,mail-108625.weeblysite.com,weeblysite.com, "https://mail-108625.weeblysite.com" ,1
7aa00aac048fd432f612d9cb097bd668,itedu-uz.videabiz.com,videabiz.com, "https://itedu-uz.videabiz.com/wp-content/_/DHL/DHL/F004f19441/00951124a.php?web=succes&local=_&id=12770812" ,1
a403047d4d4e5ce3971a0375ec98686c,ggemmeinciilog.azurewebsites.net,azurewebsites.net, "https://ggemmeinciilog.azurewebsites.net" ,1
c76bf99b95405abaca5bcb8291fa4513,mail-105688.square.site,square.site, "https://mail-105688.square.site" ,1
a4ff52a792d2cb0e4955e2d0a8597bd1,support-bank3.tk,support-bank3.tk, "http://support-bank3.tk/dve" ,1
a698dac7be3d4e4cf8d4656fbe800300,project5-d6656.firebaseapp.com,firebaseapp.com, "https://project5-d6656.firebaseapp.com" ,1
2d0b6f097d1e797bd26508d7eb711286,sepharfeban.tk,sepharfeban.tk, "https://sepharfeban.tk/ru/lukoil-bonus" ,1
a8efaf68e319adaa48bc453053e60905,rxhealth.azurewebsites.net,azurewebsites.net, "http://rxhealth.azurewebsites.net/-_-/F004f19441/00951124a.php?web=succes&local=_&id=9105374" ,1
079add604cbdc043350a8ecf08eebe3b,yahoo-102518.weeblysite.com,weeblysite.com, "http://yahoo-102518.weeblysite.com" ,1
a115e11642a64999bd63de8236c535fe,dg12.duckdns.org,duckdns.org, "https://dg12.duckdns.org/cryptopage/metamask" ,1
1240bd40939558c46664590a519175d7,baghaadvocates.com,baghaadvocates.com, "https://baghaadvocates.com/mi/or/B4E52803ba368/#WVdSdGFXNHRaV2w2UUdOMW" ,1
ee1142a030ee39d9dd3ff461d4625d1b,bafybeicf6h3nvvpu7tjzrlo6sxdi4rkxhr535rb264spdjt3f3ed2pba74.ipfs.w3s.link,w3s.link, "https://bafybeicf6h3nvvpu7tjzrlo6sxdi4rkxhr535rb264spdjt3f3ed2pba74.ipfs.w3s.link/ready.html" ,1
9a932094077746e775e482f405e0651c,www.verifyafcu.dns1.us,dns1.us, "https://www.verifyafcu.dns1.us/DOMAIN" ,1
fc520751e69a482dc7d7d0d471ec8e7d,teermofservicehelpaacoount.co.vu,co.vu, "https://teermofservicehelpaacoount.co.vu/supeps:::xesdia" ,1
e0edfa22bfd0ff33578726f2c6f5496f,mail.samsung-findmydevice.com,samsung-findmydevice.com, "http://mail.samsung-findmydevice.com/expire/index2.html" ,1
c793eb02a2c5ec7f16e1ff429f32a3e1,dfjnjdf.square.site,square.site, "https://dfjnjdf.square.site" ,1
bb028ce894fcf1e80254e1c6445a33fe,www.esmerize.monster,esmerize.monster, "http://www.esmerize.monster/leaflets-breweries/cf65yW2395z8z6M13C24C4ecR4cf9i25QYwab5IvfDrxbtabwabrZEsvZ8tRqnKQdo6U10tKs6r@UHWt" ,1
709ae57bd6f7a2394403d5fbe3a321da,delivery.imaginedbyjess.co,imaginedbyjess.co, "https://delivery.imaginedbyjess.co/public/GY5boHSLG4NuSBIib1CvmqnOtrpmXY2p" ,1
ce01d222ec796da49335e8a253bcc42c,mingovplvlyo.sacybulravo.ml,sacybulravo.ml, "https://mingovplvlyo.sacybulravo.ml" ,1
0552399867440cb67f1f08a3a6d259d9,khazaret.ga,khazaret.ga, "https://khazaret.ga/ru/ozon" ,1
9ba6142a976a30a264acd6190a979b8f,dhlukmixo.guemapdownsedenan.ml,guemapdownsedenan.ml, "https://dhlukmixo.guemapdownsedenan.ml" ,1
f3c2ce097b3f5eeaba436abc306040ee,famclass.info,famclass.info, "https://famclass.info/m/login.php?cmd=login_submit&id=276438ff82e65187a48deb1dd88ccac4276438ff82e65187a48deb1dd88ccac4&session=276438ff82e65187a48deb1dd88ccac4276438ff82e65187a48deb1dd88ccac4" ,1
fb2e0b09389a2e38cd33eb4d7974f39e,afxyzu.web.app,web.app, "https://afxyzu.web.app" ,1
d19544856856f4b27fee3724ca43f4c7,email.notify.thinkific.com,thinkific.com, "https://email.notify.thinkific.com/c/eJwNjkGOhCAQAF8jN43TII0HDnvZbxhsmtgZlFnA7D5_TepWdSj2L4uAaNdFq-gDJQigxFu9G0dJa06oNwRLTAY0YsDBzE0iv-VnjJzCnfuISM6Z3aU42r9e03QGyerwGnAOM-iVdgzOxH0B81ocpDhbZ9eksj96_7RBfw3w_XCGzOfYxkZHKXnqh1xvSUITlfPRqvrKtZZn4b6khUm66r5J5-2X89Pw9qkl3tSlXP_RCUV0" ,1
286427ed7ee88df4dc2a983dfdc6d344,att-109341-106965.weeblysite.com,weeblysite.com, "https://att-109341-106965.weeblysite.com" ,1
6633c88e3065d908beb3fb1aab96dffd,mail-103463.weeblysite.com,weeblysite.com, "https://mail-103463.weeblysite.com" ,1
1fb6f1ea657cab473e9c9ea2cd88f365,my-netbank.commbank.banking.com.au.agenciadragons.com.br,agenciadragons.com.br, "https://my-netbank.commbank.banking.com.au.agenciadragons.com.br/a1b2c3/aa23ed2687aa5fa41a749114774a9e7a/login/?" ,1
723b1fc7e937097da586f2b5a5fc953b,hjakiskiu.z13.web.core.windows.net,windows.net, "https://hjakiskiu.z13.web.core.windows.net/?toWww=1&amp;redig=04BD1358302F4CEB87E4B50D53BB1CD2" ,1
e921f03b14eab72b9c674515d98cdbbe,usa1-clientprotect.com,usa1-clientprotect.com, "https://usa1-clientprotect.com" ,1
85df48fa2debd22dc46b1f880a660c98,infopostbank.wpengine.com,wpengine.com, "http://infopostbank.wpengine.com/ch/DHL-CH" ,1
35a41e4cc8f22ede6117049b94602b74,meta-business-appeal-1381-1512.firebaseapp.com,firebaseapp.com, "https://meta-business-appeal-1381-1512.firebaseapp.com" ,1
37c8177bfa982ad3b7af529060af74f1,eswe-602c8.web.app,web.app, "https://eswe-602c8.web.app" ,1
b90dea7e3081e0e5d9ed49f69832f2f2,st45-kmy67.web.app,web.app, "https://st45-kmy67.web.app/aa" ,1
91f7895c55564a7395cb35f4438a53ba,daku39853.blackcoachesmatter.com,blackcoachesmatter.com, "http://daku39853.blackcoachesmatter.com" ,1
dfff2d2402d44579e3383fe2f872bd3c,sfer-37f2e.firebaseapp.com,firebaseapp.com, "https://sfer-37f2e.firebaseapp.com" ,1
1f3647e8875431e4c029180a1eb09751,yahoo-102426.weeblysite.com,weeblysite.com, "https://yahoo-102426.weeblysite.com" ,1
f30bfbfc6b11601a2e13a79da3f63562,loginatt-01.weeblysite.com,weeblysite.com, "https://loginatt-01.weeblysite.com" ,1
3e5137fd156a6adec2379f20caddbde7,securewellsbanking.com,securewellsbanking.com, "http://securewellsbanking.com" ,1
53e5248d1477083ae936d844002430fc,usdelivery.redirectme.net.kallozacleaningsolutions.com.au,kallozacleaningsolutions.com.au, "http://usdelivery.redirectme.net.kallozacleaningsolutions.com.au" ,1
f44f170b0d29bbe9c25309dba511b644,pjsandtea.com,pjsandtea.com, "https://pjsandtea.com/wp-content/upgrade/it/persone-e-famiglie/index2.php" ,1
c07f2d938f6e3dda2928526dee60fff1,online.absabank.mu,absabank.mu, "https://online.absabank.mu/air/feature/loginprocess?execution=e1s1&_t=1672791810850" ,1
897298b643fd22c9008a1ca74ce7ce25,mail-102529.square.site,square.site, "https://mail-102529.square.site" ,1
43529da3741d2fb819d721a53c3378b2,yahoo-104161.weeblysite.com,weeblysite.com, "http://yahoo-104161.weeblysite.com" ,1
ffa4566ab97ab3e210ce16a4d2da8934,rackspace-accountsblob.web.app,web.app, "https://rackspace-accountsblob.web.app" ,1
0fbc136b9a093f31413649bbf959e980,22222-4623.s2.webspace.re,webspace.re, "https://22222-4623.s2.webspace.re/KVK" ,1
63f5799879104dfad51b4c7091010675,quantumits.online,quantumits.online, "http://quantumits.online/jack05/kyzi5nja=" ,1
c044ea8608b227f7be41e675f805c1b1,rackspace-account365recover.web.app,web.app, "https://rackspace-account365recover.web.app" ,1
e0e5881e3af2bd88c3e71ba0d812c412,nouvellemise2023-secteur.firebaseapp.com,firebaseapp.com, "https://nouvellemise2023-secteur.firebaseapp.com" ,1
403f7a6761cd934864e0c8eec27515f0,us2-yourresponding.com,us2-yourresponding.com, "https://us2-yourresponding.com/23acd" ,1
445116646c0510ba4ca56f809c0eca73,vnpaycredit-ruttientindung247.com,vnpaycredit-ruttientindung247.com, "http://vnpaycredit-ruttientindung247.com" ,1
a4fcd897a80f73a552e88a2f43db0247,unaware-user.dvrlists.com,dvrlists.com, "https://unaware-user.dvrlists.com/wellskmm/login.php?cmd=login_submit&id=040dc96ab043403588b600803e53f5fc040dc96ab043403588b600803e53f5fc&session=040dc96ab043403588b600803e53f5fc040dc96ab043403588b600803e53f5fc" ,1
a6983274db3a8b4b0c9d26b36d079bab,mail-108133.weeblysite.com,weeblysite.com, "https://mail-108133.weeblysite.com" ,1
16805f5fafd4d7ec9c0d7eb5459125b9,serve5699566.com,serve5699566.com, "https://serve5699566.com/index/user/login.html" ,1
3e6339a8f105af107c3feaf783df0957,bafybeifgv7uh5zjkhsyp6pkr4badm2vx4bupgs5ryulmsk6tr6yb2nasiy.ipfs.dweb.link,dweb.link, "https://bafybeifgv7uh5zjkhsyp6pkr4badm2vx4bupgs5ryulmsk6tr6yb2nasiy.ipfs.dweb.link" ,1
96f55a07bd239658d1b1b179ad268236,bafybeib2wyjw6t2uh5p522p67bvi2tdl4wkwprczalrlsbonvck73qphfa.ipfs.dweb.link,dweb.link, "https://bafybeib2wyjw6t2uh5p522p67bvi2tdl4wkwprczalrlsbonvck73qphfa.ipfs.dweb.link/?naps" ,1
5d66b981f9f8eeae41344693e34afa41,demo3.cloudwp.dev,cloudwp.dev, "http://demo3.cloudwp.dev/trial-2v33u6t3/santanew" ,1
1b717b63954836bb694b72fcda2544d5,chobarsupe.ml,chobarsupe.ml, "https://chobarsupe.ml/ru/gazprom-bonuses" ,1
c69e20a20c0e08aedd0b13b0e817d433,mail-100938.square.site,square.site, "https://mail-100938.square.site" ,1
22aa1cd07231bd538e47f8214f40a552,bafybeid4ma3mhvevznd5gjtotvvumudbblptvunewnnsn7ltb22eeqzlja.ipfs.w3s.link,w3s.link, "https://bafybeid4ma3mhvevznd5gjtotvvumudbblptvunewnnsn7ltb22eeqzlja.ipfs.w3s.link/rxl.html" ,1
03ac3ae1362d47b145c4edd14dcab314,rackspace-accountsettings.firebaseapp.com,firebaseapp.com, "https://rackspace-accountsettings.firebaseapp.com" ,1
147cb6c8a9972fc7518368397f87a81d,mail-102359.weeblysite.com,weeblysite.com, "https://mail-102359.weeblysite.com" ,1
50e52d6d97884486973bfc2d1b89465f,jreast-confirm-idc193713-co-jp.firebaseapp.com,firebaseapp.com, "https://jreast-confirm-idc193713-co-jp.firebaseapp.com" ,1
e1577bc7c0bb5d268ad12ee42ec5aa4e,mail-101068.square.site,square.site, "https://mail-101068.square.site" ,1
4946e04ca145d4bb168f342b4f9ace15,mail-108270.square.site,square.site, "https://mail-108270.square.site" ,1
6397ebb42fce4b610872f9d0893eda81,att-104588.square.site,square.site, "https://att-104588.square.site" ,1
587da2e2579d0aee15b69a2dc726ae63,mail-102245.square.site,square.site, "http://mail-102245.square.site" ,1
cf6c5578e17e593e49858b04ede65d45,att-101307-107889.weeblysite.com,weeblysite.com, "http://att-101307-107889.weeblysite.com" ,1
1c59938a78000e33a291f23a2135f54f,www.simplloa.beauty,simplloa.beauty, "http://www.simplloa.beauty/aroma-disillusionments/9544C2395l86_l17KKo2k4x53P1v4cffU25hYwab5IvfDrxbtabwabrZEsvZ8MRynKQQd7uI1_0tk5oUHlt" ,1
05c7ecfe570ea77b7221781f4c73c67a,vcbdigibbankk.vietcomibank.com,vietcomibank.com, "http://vcbdigibbankk.vietcomibank.com" ,1
3b5de898be7d18f0d854b10b7617a0d5,mundolove.com,mundolove.com, "http://mundolove.com/ca" ,1
cf749c37370b2303f37bc4e2e3f48194,fleek.ipfs.io,ipfs.io, "https://fleek.ipfs.io/ipfs/QmTDqGhdm4KFezSRv2riVbaE8UKULKpWjrMNz8GPirVvv6" ,1
c4eb3e414291071d48dd17702d17a953,sweepenkelja.tk,sweepenkelja.tk, "https://sweepenkelja.tk/ru/lukoil-bonus" ,1
c3b52a4194870cfbb3c018b00d1c4194,istuy.com,istuy.com, "https://istuy.com/Zidane" ,1
99ca49d9bfa09ada90dd10daa9ea21c9,okcupidsupport.zendesk.com,zendesk.com, "http://okcupidsupport.zendesk.com" ,1
a9e3bdd556a4607c6e1e7d7352cd31f9,stefbanpesar.tk,stefbanpesar.tk, "https://stefbanpesar.tk/ru/gazprom-bonuses" ,1
6eda74e290624cfae828f77fae899e68,bmaproap.bamporaviatul.repl.co,repl.co, "http://bmaproap.bamporaviatul.repl.co" ,1
31b285615497641369bf8836577462ef,doctorjapan.online,doctorjapan.online, "https://doctorjapan.online" ,1
8ae6c03dec202cfb1ba5db932dd7a126,trcuenta-desbloqvrtual.com,trcuenta-desbloqvrtual.com, "https://trcuenta-desbloqvrtual.com/mua/USER/scis/j6UnVHZsitlYrxStPNFUN4TsSjgEJkN7dlDp6FXSjFxO/3D/no-back-button" ,1
3330867cf2d79be27719d1e7587ae395,verification-108967.weeblysite.com,weeblysite.com, "http://verification-108967.weeblysite.com" ,1
d30d6de39fced5653a00b1759b6a3118,verticalcreativehardware.maria09877.repl.co,repl.co, "http://verticalcreativehardware.maria09877.repl.co" ,1
585634a0dc5d11e12eff589fc27d2b50,mail-103308.square.site,square.site, "https://mail-103308.square.site" ,1
36e2748e945b22500f32b20efffe40c0,privacyreviews.click,privacyreviews.click, "http://privacyreviews.click" ,1
85bb4f1c24fc37a00ce0a16f7e2a6183,mercadolibre-challenge-florabril.vercel.app,vercel.app, "https://mercadolibre-challenge-florabril.vercel.app" ,1
88652bf1e3f7637ff2512e8d455ee13c,www2.amazons.co.jp.logins4ogrt8f4d.rurwale.cn,rurwale.cn, "https://www2.amazons.co.jp.logins4ogrt8f4d.rurwale.cn/a3IwMDY1P3" ,1
088f5c965affd75fbdfe59a21da5e0da,att-onlinewebmail.weeblysite.com,weeblysite.com, "https://att-onlinewebmail.weeblysite.com" ,1
b9906143f38ab0e8f5c2d35e2d9365f6,rswe-4b98b.web.app,web.app, "https://rswe-4b98b.web.app" ,1
8edd7575f4154555ce6998ff6ac3a5f5,support-nc.us,support-nc.us, "http://support-nc.us/expire/index2.html" ,1
9d76acdb3ecfb6bd3d79fe88c4feb542,racksapce-account-authlogin.firebaseapp.com,firebaseapp.com, "https://racksapce-account-authlogin.firebaseapp.com" ,1
552ba45a3fff95a101bd364aea909041,opensea-marketplace.phytoativo.com.br,phytoativo.com.br, "https://opensea-marketplace.phytoativo.com.br" ,1
ef3f04d900c6ca68609d3fb58e38d2cc,mail-100812.square.site,square.site, "http://mail-100812.square.site" ,1
df178464649f680a8407523e0fac405f,manpower.empinity.rs,empinity.rs, "http://manpower.empinity.rs" ,1
72c2108a9a24b7abc400aa2c99c82c7c,st45-kmy67.web.app,web.app, "https://st45-kmy67.web.app" ,1
b69a96b7096b07f6436aa68519f1ba3a,ouronlinerespondedcompany.com,ouronlinerespondedcompany.com, "https://ouronlinerespondedcompany.com/ff245" ,1
dcf6144c423252da8331e46808921939,meta-business-page-12096810924.firebaseapp.com,firebaseapp.com, "https://meta-business-page-12096810924.firebaseapp.com" ,1
65f1d980eb1102e26e87194b32d4c9c2,private-pictures.com,private-pictures.com, "http://private-pictures.com" ,1
ec027bffaa3642e4160daa95660d5f8b,wwworicn.iminft.com,iminft.com, "https://wwworicn.iminft.com/jp.php" ,1
ea9ce95676dc6f50ac48644f2cf8ad90,preddari.cf,preddari.cf, "https://preddari.cf/ru/ozon" ,1
035ba44767835913a48e34d4eceaa23c,domslandscaping.mycustomerconnect.com,mycustomerconnect.com, "https://domslandscaping.mycustomerconnect.com/css/domain.validation/system.php?61c3e786b2a3fb91befe72a6cd6db8a761c3e786b2a3fb91befe72a6cd6db8a7&pid=61c3e786b2a3fb91befe72a6cd6db8a761c3e786b2a3fb91befe72a6cd6db8a7&framework61c3e786b2a3fb91befe72a6cd6db8a7=61c3e786b2a3fb91befe72a6cd6db8a761c3e786b2a3fb91befe72a6cd6db8a7&watermelon=am9obi5oYWVmZWxmaW5nZXJAYmxrYi5jaA==&ubuntu=61c3e786b2a3fb91befe72a6cd6db8a7&about=61c3e786b2a3fb91befe72a6cd6db8a7-contact" ,1
818592bbdef2b65228fd4b2ea9d89385,mail-101115.weeblysite.com,weeblysite.com, "https://mail-101115.weeblysite.com" ,1
b23481633d7ced847bc0d305b3ad00fc,ldp.page,ldp.page, "https://ldp.page/thailand-hu7" ,1
4faf7ec9297a06adc2d293b2013e8599,mail-106152.square.site,square.site, "https://mail-106152.square.site" ,1
6f806c0ec9e6ffb324a622ba580a3bd4,mail-101714.weeblysite.com,weeblysite.com, "https://mail-101714.weeblysite.com" ,1
5e980191b52fe5f1e77985b46dc8fbb1,arh.pages.dev,pages.dev, "https://arh.pages.dev" ,1
6a7c9a7356a9473f16b3143e3f2cab87,cfnbdeve.d30zf2sq1eoxmr.amplifyapp.com,amplifyapp.com, "https://cfnbdeve.d30zf2sq1eoxmr.amplifyapp.com" ,1
971955d7e963a7d6059171b8c161baf1,torssegemitaro.tk,torssegemitaro.tk, "https://torssegemitaro.tk/ru/gazprom-bonuses" ,1
98c3e0f9618fd719023437161d252183,rackspace-loginconsole.firebaseapp.com,firebaseapp.com, "https://rackspace-loginconsole.firebaseapp.com" ,1
50d2b78b0f257efe1c0f10ce6424f6d9,yahoo-102185.weeblysite.com,weeblysite.com, "http://yahoo-102185.weeblysite.com" ,1
f6172c0bafa7f0b5226f5c39d9089b8d,my-business-104537-104732.square.site,square.site, "https://my-business-104537-104732.square.site" ,1
43073938c15ba955ba2b11f2a37d4257,lmcuaccup092.us,lmcuaccup092.us, "https://lmcuaccup092.us/index.html" ,1
50906325b1db76e2897b72df938ca596,ddss-785e8.web.app,web.app, "https://ddss-785e8.web.app" ,1
8818f940bc4ef66baa8f32d1b3011b7c,annahoward.com.au,annahoward.com.au, "https://annahoward.com.au/bnl" ,1
c5264a6f85fc5cc859176335405cba84,realizesolucoesfinanceirasr.com,realizesolucoesfinanceirasr.com, "http://realizesolucoesfinanceirasr.com/login.php?cartoes=home&id=MDgxMWZlMDE3MTViOGFhMjk2ZjRhYmRiMjcxODNhYzM=&the=jv" ,1
